,Item,Data_do_lancamento,Entradas_Qtd,Entradas_Valor,Saidas_Qtd,Saidas_Valor,Saldo_Inicial_Qtd,Saldo_Inicial_Valor,Saldo_Final_Qtd,Saldo_Final_Valor
2452,70.25.162-0,26/12/2012,"0,0","0,0","10,0","2369,66","212,0","50233,43000000002","202,0","47863,77000000002"
2453,74.62.201-1,26/12/2012,"0,0","0,0","1,0","1383,25","27,0","37347,86999999996","26,0","35964,61999999996"
2454,77.33.242-1,26/12/2012,"0,0","0,0","2,0","1658,9","8,0","6635,470000000011","6,0","4976,570000000011"
2455,63.41.311-9,27/12/2012,"0,0","0,0","28,0","2433,76","184,0","15978,510000000073","156,0","13544,750000000073"
2456,70.25.162-0,27/12/2012,"0,0","0,0","34,0","8055,75","202,0","47863,77000000002","168,0","39808,02000000002"
2457,74.62.201-1,27/12/2012,"0,0","0,0","2,0","2766,5","26,0","35964,61999999996","24,0","33198,11999999996"
2458,76.26.200-4,27/12/2012,"0,0","0,0","2,0","656,85","3,0","962,4699999999839","1,0","305,61999999998386"
2459,71.15.272-3,28/12/2012,"0,0","91,49","0,0","0,0","49,0","14219,55999999999","49,0","14311,04999999999"
2460,62.51.311-0,30/12/2012,"4,0","456,02","2,0","228,01","12,0","1380,3500000000722","14,0","1608,3600000000722"
2461,66.31.174-0,30/12/2012,"2,0","206,9","0,0","0,0","292,0","30522,579999999994","294,0","30729,479999999996"
2462,69.51.202-0,30/12/2012,"0,0","0,0","2,0","719,08","20,0","7310,710000000005","18,0","6591,630000000005"
2463,70.25.162-0,30/12/2012,"0,0","0,0","1,0","236,97","168,0","39808,02000000002","167,0","39571,05000000002"
2464,80.03.104-1,31/12/2012,"0,0","1,97","0,0","1,97","170575,00330000004","353844,94999999995","170575,00330000004","353844,94999999995"
2465,81.30.019-4,31/12/2012,"0,0","1885,45","0,0","1885,45","2661,0","50297,59999999998","2661,0","50297,59999999998"
2466,82.10.355-4,31/12/2012,"0,0","33,74","0,0","33,74","2833,2009000000044","33258,40999999999","2833,2009000000044","33258,40999999999"
2467,82.70.372-1,31/12/2012,"0,0","113,51","0,0","113,51","21780,00000000002","174925,74999999977","21780,00000000002","174925,74999999977"
2468,82.53.405-9,31/12/2012,"0,0","1186,8899999999999","0,0","1186,89","25508,460999999992","125497,54999999997","25508,460999999992","125497,54999999997"
2469,82.53.475-0,31/12/2012,"0,0","848,56","0,0","848,5600000000002","18761,546299999984","47416,55999999996","18761,546299999984","47416,55999999996"
2470,82.60.353-0,31/12/2012,"0,0","64,91","0,0","64,91","8244,0","53745,25999999999","8244,0","53745,25999999999"
2471,82.63.660-9,31/12/2012,"0,0","177,17","0,0","177,17","3837,3916000000036","39988,46000000008","3837,3916000000036","39988,46000000008"
2472,82.81.160-5,31/12/2012,"0,0","57,21","0,0","57,21","11041,11610000001","24687,03","11041,11610000001","24687,03"
2473,62.51.311-0,31/12/2012,"0,0","20,39","0,0","20,39","14,0","1608,3600000000722","14,0","1608,3600000000722"
2474,63.41.311-9,31/12/2012,"0,0","6,41","0,0","6,41","156,0","13544,750000000073","156,0","13544,750000000073"
2475,66.31.174-0,31/12/2012,"0,0","0,01","0,0","0,01","294,0","30729,479999999996","294,0","30729,479999999996"
2476,69.51.202-0,31/12/2012,"0,0","231,47","0,0","231,47","18,0","6591,630000000005","18,0","6591,630000000005"
2477,70.25.162-0,31/12/2012,"0,0","24,54","0,0","24,54","167,0","39571,05000000002","167,0","39571,05000000002"
2478,74.62.201-1,31/12/2012,"0,0","26,52","0,0","26,52","24,0","33198,11999999996","24,0","33198,11999999996"
2479,76.26.200-4,31/12/2012,"0,0","10,26","0,0","10,26","1,0","305,61999999998386","1,0","305,61999999998386"
2480,77.33.242-1,31/12/2012,"0,0","55,86","0,0","55,86","6,0","4976,570000000011","6,0","4976,570000000011"
2481,47.11.014-9,31/12/2012,"0,0","1770,88","0,0","1742,73","5150,0","31966,51000000001","5150,0","31994,660000000007"
2482,41.01.053-3,31/12/2012,"0,0","0,02","0,0","0,02","37483,0","8198,45","37483,0","8198,45"
2483,41.02.051-2,31/12/2012,"0,0","268,35","0,0","268,35","95010,0","8183,69000000001","95010,0","8183,69000000001"
2484,41.26.232-0,31/12/2012,"0,0","286,96","0,0","286,96","224,0","4674,890000000006","224,0","4674,890000000006"
2485,41.67.008-8,31/12/2012,"0,0","160,17","0,0","160,17","1665,0","6014,390000000007","1665,0","6014,390000000007"
2486,41.73.019-6,31/12/2012,"0,0","0,02","0,0","0,02","184,0","647,8900000000007","184,0","647,8900000000007"
2487,47.11.014-9,01/01/2013,"0,0","0,0","0,0","28,15","5150,0","31994,660000000007","5150,0","31966,510000000006"
2488,81.30.019-4,02/01/2013,"0,0","2843,33","0,0","0,0","2661,0","50297,59999999998","2661,0","53140,92999999998"
2489,82.81.160-5,03/01/2013,"9372,0","21034,28","0,0","0,0","11041,11610000001","24687,03","20413,11610000001","45721,31"
2490,62.51.311-0,03/01/2013,"0,0","0,0","4,0","435,91","14,0","1608,3600000000722","10,0","1172,4500000000721"
2491,63.41.311-9,03/01/2013,"0,0","0,0","29,0","2484,4900000000002","156,0","13544,750000000073","127,0","11060,260000000073"
2492,66.31.174-0,03/01/2013,"0,0","0,0","3,0","320,67","294,0","30729,479999999996","291,0","30408,809999999998"
2493,70.25.162-0,03/01/2013,"0,0","0,0","7,0","1630,92","167,0","39571,05000000002","160,0","37940,13000000002"
2494,74.62.201-1,03/01/2013,"0,0","0,0","1,0","1393,21","24,0","33198,11999999996","23,0","31804,90999999996"
2495,62.51.311-0,04/01/2013,"0,0","0,0","1,0","108,98","10,0","1172,4500000000721","9,0","1063,470000000072"
2496,63.41.311-9,04/01/2013,"0,0","0,0","33,0","2827,21","127,0","11060,260000000073","94,0","8233,050000000072"
2497,66.31.174-0,04/01/2013,"0,0","0,0","27,0","2886,02","291,0","30408,809999999998","264,0","27522,789999999997"
2498,69.51.202-0,04/01/2013,"0,0","0,0","4,0","1247,8","18,0","6591,630000000005","14,0","5343,8300000000045"
2499,70.25.162-0,04/01/2013,"0,0","0,0","6,0","1397,94","160,0","37940,13000000002","154,0","36542,19000000002"
2500,71.15.272-3,04/01/2013,"0,0","0,0","23,0","5907,01","49,0","14311,04999999999","26,0","8404,03999999999"
2501,74.62.201-1,04/01/2013,"0,0","0,0","3,0","4179,65","23,0","31804,90999999996","20,0","27625,25999999996"
2502,77.33.242-1,04/01/2013,"0,0","0,0","3,0","2444,94","6,0","4976,570000000011","3,0","2531,6300000000106"
2503,80.03.104-1,07/01/2013,"0,0","0,0","38,9464","80,79","170575,00330000004","353844,94999999995","170536,05690000005","353764,16"
2504,81.30.019-4,07/01/2013,"200,0","3693,16","259,0","4782,639999999999","2661,0","53140,92999999998","2602,0","52051,44999999998"
2505,82.10.355-4,07/01/2013,"1854,0","21624,32","704,3156","8308,58","2833,2009000000044","33258,40999999999","3982,8853000000045","46574,14999999999"
2506,82.70.372-1,07/01/2013,"5236,0","41922,24","1003,7122","8104,400000000001","21780,00000000002","174925,74999999977","26012,287800000016","208743,58999999976"
2507,82.53.405-9,07/01/2013,"365,47900000000004","1822,79","5903,617399999999","29443,480000000003","25508,460999999992","125497,54999999997","19970,322599999992","97876,85999999996"
2508,82.53.475-0,07/01/2013,"3639,4334","9489,61","3730,5708","9727,25","18761,546299999984","47416,55999999996","18670,40889999998","47178,91999999996"
2509,82.60.353-0,07/01/2013,"0,0","0,0","124,0","809,26","8244,0","53745,25999999999","8120,0","52935,999999999985"
2510,82.63.660-9,07/01/2013,"211,86","2254,94","324,62350000000004","3455,14","3837,3916000000036","39988,46000000008","3724,6281000000035","38788,26000000008"
2511,66.31.174-0,07/01/2013,"0,0","0,0","4,0","427,56","264,0","27522,789999999997","260,0","27095,229999999996"
2512,69.51.202-0,07/01/2013,"0,0","0,0","4,0","1449,09","14,0","5343,8300000000045","10,0","3894,7400000000043"
2513,70.25.162-0,07/01/2013,"0,0","0,0","40,0","9319,56","154,0","36542,19000000002","114,0","27222,63000000002"
2514,71.15.272-3,07/01/2013,"0,0","0,0","19,0","4879,71","26,0","8404,03999999999","7,0","3524,32999999999"
2515,74.62.201-1,07/01/2013,"0,0","0,0","1,0","1393,21","20,0","27625,25999999996","19,0","26232,04999999996"
2516,76.26.200-4,07/01/2013,"49,0","15280,470000000001","0,0","0,0","1,0","305,61999999998386","50,0","15586,089999999986"
2517,77.33.242-1,07/01/2013,"7,0","5693,81","0,0","0,0","3,0","2531,6300000000106","10,0","8225,440000000011"
2518,10.01.206-6,07/01/2013,"629,8755","1269,82","739,6888","1502,9900000000002","9180,3521","18931,489999999994","9070,5388","18698,319999999992"
2519,47.05.018-9,07/01/2013,"0,0","0,0","111,0","1628,44","2347,0","33991,37000000002","2236,0","32362,93000000002"
2520,JVB-301-01,07/01/2013,"0,0","0,0","41,0","252,46","932,0","6459,780000000003","891,0","6207,320000000003"
2521,41.01.053-3,07/01/2013,"0,0","0,0","32,0","7,0","37483,0","8198,45","37451,0","8191,450000000001"
2522,41.02.051-2,07/01/2013,"0,0","0,0","3191,0","251,89999999999998","95010,0","8183,69000000001","91819,0","7931,79000000001"
2523,41.26.232-0,07/01/2013,"0,0","0,0","44,0","939,59","224,0","4674,890000000006","180,0","3735,3000000000056"
2524,41.67.008-8,07/01/2013,"8391,0","30605,819999999996","1808,0","6560,320000000001","1665,0","6014,390000000007","8248,0","30059,890000000007"
2525,41.73.019-6,07/01/2013,"0,0","0,0","177,0","623,24","184,0","647,8900000000007","7,0","24,65000000000066"
2526,80.03.104-1,08/01/2013,"0,0","0,0","3,2455","6,73","170536,05690000005","353764,16","170532,81140000006","353757,43"
2527,81.30.019-4,08/01/2013,"250,0","4616,45","357,0","6592,29","2602,0","52051,44999999998","2495,0","50075,60999999998"
2528,82.10.355-4,08/01/2013,"0,0","0,0","253,75229999999996","2993,45","3982,8853000000045","46574,14999999999","3729,1330000000044","43580,69999999999"
2529,82.70.372-1,08/01/2013,"748,0","6039,67","1525,8876","12320,66","26012,287800000016","208743,58999999976","25234,40020000002","202462,59999999977"
2530,82.53.405-9,08/01/2013,"833,16","4155,27","1631,8530999999998","8138,64","19970,322599999992","97876,85999999996","19171,629499999992","93893,48999999996"
2531,82.60.353-0,08/01/2013,"0,0","0,0","224,0","1461,8399999999997","8120,0","52935,999999999985","7896,0","51474,15999999999"
2532,82.63.660-9,08/01/2013,"197,736","2104,61","290,4566","3091,5","3724,6281000000035","38788,26000000008","3631,9075000000034","37801,37000000008"
2533,61.21.107-1,08/01/2013,"28,0","5962,18","2,0","426,58","0,0","1,0516032489249483e-12","26,0","5535,600000000001"
2534,62.51.311-0,08/01/2013,"68,0","7408,12","0,0","0,0","9,0","1063,470000000072","77,0","8471,590000000073"
2535,63.41.311-9,08/01/2013,"0,0","0,0","25,0","2141,81","94,0","8233,050000000072","69,0","6091,2400000000725"
2536,66.31.174-0,08/01/2013,"126,0","13614,07","4,0","427,56","260,0","27095,229999999996","382,0","40281,74"
2537,69.51.202-0,08/01/2013,"0,0","0,0","2,0","724,55","10,0","3894,7400000000043","8,0","3170,190000000004"
2538,76.26.200-4,08/01/2013,"63,0","19644,65","41,0","12782,93","50,0","15586,089999999986","72,0","22447,80999999999"
2539,77.33.242-1,08/01/2013,"18,0","14658,56","7,0","5704,889999999999","10,0","8225,440000000011","21,0","17179,11000000001"
2540,10.01.206-6,08/01/2013,"0,0","0,0","893,8091999999999","1816,1599999999999","9070,5388","18698,319999999992","8176,729600000001","16882,159999999993"
2541,47.05.018-9,08/01/2013,"1,0","15,0","278,0","4078,44","2236,0","32362,93000000002","1959,0","28299,49000000002"
2542,47.11.014-9,08/01/2013,"1000,0","1128,13","336,0","239,44","5150,0","31966,510000000006","5814,0","32855,200000000004"
2543,JVB-301-01,08/01/2013,"60,0","358,08","222,0","1366,9499999999998","891,0","6207,320000000003","729,0","5198,4500000000035"
2544,41.01.053-3,08/01/2013,"0,0","0,0","88,0","19,259999999999998","37451,0","8191,450000000001","37363,0","8172,1900000000005"
2545,41.02.051-2,08/01/2013,"0,0","0,0","3727,0","294,2200000000001","91819,0","7931,79000000001","88092,0","7637,57000000001"
2546,41.67.008-8,08/01/2013,"0,0","0,0","1953,0","7086,4400000000005","8248,0","30059,890000000007","6295,0","22973,450000000004"
2547,80.03.104-1,09/01/2013,"6390,0","13255,54","12871,4328","26700,760000000002","170532,81140000006","353757,43","164051,37860000005","340312,20999999996"
2548,81.30.019-4,09/01/2013,"250,0","4616,45","285,0","5262,75","2495,0","50075,60999999998","2460,0","49429,309999999976"
2549,82.10.355-4,09/01/2013,"576,0","6794,89","926,9053","10934,420000000002","3729,1330000000044","43580,69999999999","3378,2277000000045","39441,169999999984"
2550,82.70.372-1,09/01/2013,"1496,0","12079,33","2305,0325","18611,81","25234,40020000002","202462,59999999977","24425,367700000017","195930,11999999976"
2551,82.53.405-9,09/01/2013,"947,64","4726,22","1748,6758","8721,27","19171,629499999992","93893,48999999996","18370,59369999999","89898,43999999996"
2552,82.53.475-0,09/01/2013,"93,765","244,49","1729,7612","4510,26","18670,40889999998","47178,91999999996","17034,41269999998","42913,14999999996"
2553,82.60.353-0,09/01/2013,"0,0","0,0","170,0","1109,45","7896,0","51474,15999999999","7726,0","50364,70999999999"
2554,82.63.660-9,09/01/2013,"350,9333","3735,17","677,8914","7215,189999999999","3631,9075000000034","37801,37000000008","3304,9494000000036","34321,35000000008"
2555,61.21.107-1,09/01/2013,"63,0","13414,92","0,0","0,0","26,0","5535,600000000001","89,0","18950,52"
2556,62.51.311-0,09/01/2013,"214,0","23313,8","84,0","9154,15","77,0","8471,590000000073","207,0","22631,24000000007"
2557,66.31.174-0,09/01/2013,"0,0","0,0","56,0","6359,39","382,0","40281,74","326,0","33922,35"
2558,69.51.202-0,09/01/2013,"44,0","13663,78","4,0","1247,8","8,0","3170,190000000004","48,0","15586,170000000006"
2559,70.25.162-0,09/01/2013,"0,0","0,0","11,0","2562,88","114,0","27222,63000000002","103,0","24659,75000000002"
2560,76.26.200-4,09/01/2013,"71,0","22135,86","52,0","16212,480000000001","72,0","22447,80999999999","91,0","28371,189999999988"
2561,77.33.242-1,09/01/2013,"7,0","5693,81","4,0","3259,94","21,0","17179,11000000001","24,0","19612,980000000014"
2562,10.01.206-6,09/01/2013,"1792,6245","3613,94","731,7545","1486,86","8176,729600000001","16882,159999999993","9237,599600000001","19009,23999999999"
2563,47.05.018-9,09/01/2013,"0,0","0,0","291,0","4269,18","1959,0","28299,49000000002","1668,0","24030,31000000002"
2564,47.11.014-9,09/01/2013,"1000,0","712,6","1428,0","1017,62","5814,0","32855,200000000004","5386,0","32550,180000000004"
2565,JVB-301-01,09/01/2013,"751,0","4481,95","347,0","2136,63","729,0","5198,4500000000035","1133,0","7543,770000000003"
2566,41.01.053-3,09/01/2013,"0,0","0,0","132,0","28,869999999999997","37363,0","8172,1900000000005","37231,0","8143,320000000001"
2567,41.02.051-2,09/01/2013,"18000,0","1420,92","22387,0","1767,2200000000003","88092,0","7637,57000000001","83705,0","7291,270000000009"
2568,41.26.232-0,09/01/2013,"0,0","0,0","11,0","234,9","180,0","3735,3000000000056","169,0","3500,4000000000055"
2569,41.67.008-8,09/01/2013,"0,0","0,0","2294,0","8323,76","6295,0","22973,450000000004","4001,0","14649,690000000004"
2570,81.30.019-4,10/01/2013,"0,0","0,0","308,0","5687,46","2460,0","49429,309999999976","2152,0","43741,84999999998"
2571,82.10.355-4,10/01/2013,"1152,0","13409,28","291,41799999999995","3437,7800000000007","3378,2277000000045","39441,169999999984","4238,809700000005","49412,669999999984"
2572,82.70.372-1,10/01/2013,"4488,0","35882,57","1020,3359999999999","8238,62","24425,367700000017","195930,11999999976","27893,031700000018","223574,06999999977"
2573,82.53.405-9,10/01/2013,"483,36","2410,69","953,268","4754,29","18370,59369999999","89898,43999999996","17900,68569999999","87554,83999999997"
2574,82.53.475-0,10/01/2013,"54,285000000000004","141,54000000000002","677,9667000000001","1767,7499999999998","17034,41269999998","42913,14999999996","16410,730999999978","41286,93999999996"
2575,82.60.353-0,10/01/2013,"0,0","0,0","24,0","156,62","7726,0","50364,70999999999","7702,0","50208,08999999999"
2576,82.63.660-9,10/01/2013,"211,86","2254,94","211,86","2254,94","3304,9494000000036","34321,35000000008","3304,9494000000036","34321,35000000008"
2577,82.81.160-5,10/01/2013,"1171,5","2678,17","1712,6616","3915,2900000000004","20413,11610000001","45721,31","19871,95450000001","44484,189999999995"
2578,61.21.107-1,10/01/2013,"0,0","0,0","72,0","15356,970000000003","89,0","18950,52","17,0","3593,5499999999975"
2579,62.51.311-0,10/01/2013,"17,0","1852,0299999999997","53,0","5775,84","207,0","22631,24000000007","171,0","18707,43000000007"
2580,66.31.174-0,10/01/2013,"0,0","0,0","2,0","213,78","326,0","33922,35","324,0","33708,57"
2581,69.51.202-0,10/01/2013,"59,0","18321,89","17,0","5303,15","48,0","15586,170000000006","90,0","28604,910000000003"
2582,70.25.162-0,10/01/2013,"0,0","0,0","30,0","6989,66","103,0","24659,75000000002","73,0","17670,09000000002"
2583,74.62.201-1,10/01/2013,"0,0","0,0","1,0","1393,21","19,0","26232,04999999996","18,0","24838,83999999996"
2584,76.26.200-4,10/01/2013,"9,0","2805,95","6,0","1870,6799999999998","91,0","28371,189999999988","94,0","29306,45999999999"
2585,77.33.242-1,10/01/2013,"0,0","0,0","23,0","18744,7","24,0","19612,980000000014","1,0","868,2800000000134"
2586,10.01.206-6,10/01/2013,"0,0","0,0","1009,721","2051,6600000000003","9237,599600000001","19009,23999999999","8227,878600000002","16957,57999999999"
2587,47.05.018-9,10/01/2013,"0,0","0,0","399,0","5853,6","1668,0","24030,31000000002","1269,0","18176,71000000002"
2588,47.11.014-9,10/01/2013,"0,0","0,0","592,0","421,89","5386,0","32550,180000000004","4794,0","32128,290000000005"
2589,JVB-301-01,10/01/2013,"98,0","584,86","391,0","2407,56","1133,0","7543,770000000003","840,0","5721,070000000003"
2590,41.01.053-3,10/01/2013,"0,0","0,0","48,0","10,5","37231,0","8143,320000000001","37183,0","8132,820000000001"
2591,41.02.051-2,10/01/2013,"15000,0","1184,1","21604,0","1705,4099999999999","83705,0","7291,270000000009","77101,0","6769,960000000008"
2592,41.26.232-0,10/01/2013,"0,0","0,0","166,0","3544,84","169,0","3500,4000000000055","3,0","-44,4399999999946"
2593,41.67.008-8,10/01/2013,"684,0","2494,86","2976,0","10798,39","4001,0","14649,690000000004","1709,0","6346,1600000000035"
2594,80.03.104-1,11/01/2013,"0,0","0,0","4,1421","8,59","164051,37860000005","340312,20999999996","164047,23650000006","340303,61999999994"
2595,81.30.019-4,11/01/2013,"300,0","5539,74","347,0","6407,639999999999","2152,0","43741,84999999998","2105,0","42873,949999999975"
2596,82.10.355-4,11/01/2013,"576,0","6794,89","926,9589","10935,060000000001","4238,809700000005","49412,669999999984","3887,850800000005","45272,499999999985"
2597,82.70.372-1,11/01/2013,"1496,5277","12083,59","2453,5260000000003","19810,770000000004","27893,031700000018","223574,06999999977","26936,033400000015","215846,88999999978"
2598,82.53.405-9,11/01/2013,"5221,56","26041,800000000003","5561,625","27737,83","17900,68569999999","87554,83999999997","17560,620699999992","85858,80999999997"
2599,82.53.475-0,11/01/2013,"17696,91","47646,659999999996","4088,4722000000006","10660,44","16410,730999999978","41286,93999999996","30019,168799999974","78273,15999999995"
2600,82.60.353-0,11/01/2013,"750,0","4894,57","898,0","5860,429999999999","7702,0","50208,08999999999","7554,0","49242,22999999999"
2601,82.63.660-9,11/01/2013,"649,704","6915,16","1068,5493000000001","11373,16","3304,9494000000036","34321,35000000008","2886,1041000000037","29863,350000000082"
2602,82.81.160-5,11/01/2013,"10543,5","23712,449999999997","1314,1882","3004,36","19871,95450000001","44484,189999999995","29101,26630000001","65192,279999999984"
2603,61.21.107-1,11/01/2013,"0,0","0,0","4,0","853,16","17,0","3593,5499999999975","13,0","2740,3899999999976"
2604,62.51.311-0,11/01/2013,"25,0","2723,58","98,0","10679,84","171,0","18707,43000000007","98,0","10751,170000000067"
2605,63.41.311-9,11/01/2013,"75,0","6394,05","35,0","2998,54","69,0","6091,2400000000725","109,0","9486,750000000073"
2606,66.31.174-0,11/01/2013,"0,0","0,0","3,0","320,67","324,0","33708,57","321,0","33387,9"
2607,69.51.202-0,11/01/2013,"85,0","26388,22","20,0","6238,999999999998","90,0","28604,910000000003","155,0","48754,130000000005"
2608,70.25.162-0,11/01/2013,"0,0","0,0","49,0","11416,469999999998","73,0","17670,09000000002","24,0","6253,620000000021"
2609,71.15.272-3,11/01/2013,"0,0","0,0","1,0","256,83","7,0","3524,32999999999","6,0","3267,49999999999"
2610,74.62.201-1,11/01/2013,"0,0","0,0","2,0","2786,44","18,0","24838,83999999996","16,0","22052,39999999996"
2611,76.26.200-4,11/01/2013,"0,0","0,0","20,0","6235,579999999999","94,0","29306,45999999999","74,0","23070,87999999999"
2612,10.01.206-6,11/01/2013,"0,0","0,0","785,6789999999999","1596,44","8227,878600000002","16957,57999999999","7442,199600000002","15361,13999999999"
2613,47.05.018-9,11/01/2013,"0,0","0,0","168,0","2464,6800000000003","1269,0","18176,71000000002","1101,0","15712,03000000002"
2614,47.11.014-9,11/01/2013,"0,0","0,0","537,0","382,67999999999995","4794,0","32128,290000000005","4257,0","31745,610000000004"
2615,JVB-301-01,11/01/2013,"0,0","0,0","332,0","2044,2699999999998","840,0","5721,070000000003","508,0","3676,800000000004"
2616,41.01.053-3,11/01/2013,"0,0","0,0","4,0","0,88","37183,0","8132,820000000001","37179,0","8131,9400000000005"
2617,41.02.051-2,11/01/2013,"0,0","0,0","4033,0","318,38000000000005","77101,0","6769,960000000008","73068,0","6451,580000000008"
2618,41.26.232-0,11/01/2013,"204,0","4400,21","154,0","3288,58","3,0","-44,4399999999946","53,0","1067,190000000006"
2619,41.67.008-8,11/01/2013,"495,0","1805,49","713,0","2587,11","1709,0","6346,1600000000035","1491,0","5564,540000000003"
2620,82.63.660-9,12/01/2013,"7,7167","82,13","414,85909999999996","4415,57","2886,1041000000037","29863,350000000082","2478,9617000000035","25529,910000000084"
2621,81.30.019-4,14/01/2013,"200,0","3693,16","374,0","6906,21","2105,0","42873,949999999975","1931,0","39660,89999999997"
2622,82.10.355-4,14/01/2013,"576,0","6794,89","971,4202","11459,56","3887,850800000005","45272,499999999985","3492,4306000000056","40607,82999999999"
2623,82.70.372-1,14/01/2013,"748,0","6039,67","1576,8636000000001","12732,24","26936,033400000015","215846,88999999978","26107,169800000014","209154,3199999998"
2624,82.53.475-0,14/01/2013,"14824,74","38654,619999999995","15650,7667","40808,44","30019,168799999974","78273,15999999995","29193,142099999975","76119,33999999994"
2625,82.60.353-0,14/01/2013,"0,0","0,0","298,0","1944,7700000000004","7554,0","49242,22999999999","7256,0","47297,45999999999"
2626,82.63.660-9,14/01/2013,"621,456","6614,5","1037,3075","11040,619999999999","2478,9617000000035","25529,910000000084","2063,1102000000037","21103,790000000085"
2627,82.81.160-5,14/01/2013,"1757,25","4017,25","4857,9692000000005","11105,919999999998","29101,26630000001","65192,279999999984","26000,54710000001","58103,609999999986"
2628,61.21.107-1,14/01/2013,"0,0","0,0","3,0","639,87","13,0","2740,3899999999976","10,0","2100,5199999999977"
2629,62.51.311-0,14/01/2013,"0,0","0,0","92,0","10025,949999999999","98,0","10751,170000000067","6,0","725,2200000000685"
2630,63.41.311-9,14/01/2013,"18,0","1533,32","14,0","1199,41","109,0","9486,750000000073","113,0","9820,660000000073"
2631,66.31.174-0,14/01/2013,"0,0","0,0","12,0","1282,6600000000003","321,0","33387,9","309,0","32105,24"
2632,69.51.202-0,14/01/2013,"81,0","25145,86","74,0","23084,31000000001","155,0","48754,130000000005","162,0","50815,67999999999"
2633,70.25.162-0,14/01/2013,"0,0","0,0","9,0","2096,91","24,0","6253,620000000021","15,0","4156,710000000021"
2634,74.62.201-1,14/01/2013,"0,0","0,0","3,0","4179,65","16,0","22052,39999999996","13,0","17872,749999999964"
2635,76.26.200-4,14/01/2013,"0,0","0,0","34,0","10600,499999999996","74,0","23070,87999999999","40,0","12470,379999999994"
2636,77.33.242-1,14/01/2013,"9,0","7329,54","0,0","0,0","1,0","868,2800000000134","10,0","8197,820000000014"
2637,10.01.206-6,14/01/2013,"0,0","0,0","1201,9604","2442,3","7442,199600000002","15361,13999999999","6240,239200000002","12918,83999999999"
2638,47.05.018-9,14/01/2013,"0,0","0,0","6,0","88,02","1101,0","15712,03000000002","1095,0","15624,01000000002"
2639,47.11.014-9,14/01/2013,"0,0","0,0","539,0","384,13","4257,0","31745,610000000004","3718,0","31361,480000000003"
2640,JVB-301-01,14/01/2013,"0,0","0,0","122,0","751,2","508,0","3676,800000000004","386,0","2925,600000000004"
2641,41.01.053-3,14/01/2013,"0,0","0,0","40,0","8,76","37179,0","8131,9400000000005","37139,0","8123,18"
2642,41.02.051-2,14/01/2013,"12000,0","947,28","19908,0","1571,53","73068,0","6451,580000000008","65160,0","5827,330000000008"
2643,80.03.104-1,15/01/2013,"5520,0","11450,79","5520,0","11450,79","164047,23650000006","340303,61999999994","164047,23650000006","340303,61999999994"
2644,81.30.019-4,15/01/2013,"50,0","923,29","285,0","5262,75","1931,0","39660,89999999997","1696,0","35321,43999999997"
2645,82.10.355-4,15/01/2013,"0,0","0,0","390,9084000000001","4611,42","3492,4306000000056","40607,82999999999","3101,5222000000053","35996,40999999999"
2646,82.70.372-1,15/01/2013,"1496,0","12079,33","2375,061","19177,22","26107,169800000014","209154,3199999998","25228,108800000013","202056,4299999998"
2647,82.53.405-9,15/01/2013,"19,08","95,16","142,74","711,9","17560,620699999992","85858,80999999997","17436,960699999992","85242,06999999998"
2648,82.53.475-0,15/01/2013,"6588,225","17178,4","8198,913700000001","21378,18","29193,142099999975","76119,33999999994","27582,453399999973","71919,55999999994"
2649,82.60.353-0,15/01/2013,"1250,0","8157,61","1562,0","10193,77","7256,0","47297,45999999999","6944,0","45261,29999999999"
2650,82.63.660-9,15/01/2013,"689,3915000000001","7337,580000000001","1046,8249","11141,94","2063,1102000000037","21103,790000000085","1705,6768000000038","17299,430000000088"
2651,82.81.160-5,15/01/2013,"2343,0","5356,33","3696,9903","8451,71","26000,54710000001","58103,609999999986","24646,55680000001","55008,22999999999"
2652,61.21.107-1,15/01/2013,"0,0","0,0","9,0","1919,62","10,0","2100,5199999999977","1,0","180,89999999999782"
2653,62.51.311-0,15/01/2013,"0,0","0,0","1,0","108,98","6,0","725,2200000000685","5,0","616,2400000000684"
2654,63.41.311-9,15/01/2013,"0,0","0,0","5,0","428,36","113,0","9820,660000000073","108,0","9392,300000000072"
2655,66.31.174-0,15/01/2013,"0,0","0,0","9,0","962,0","309,0","32105,24","300,0","31143,24"
2656,69.51.202-0,15/01/2013,"0,0","0,0","43,0","13413,85","162,0","50815,67999999999","119,0","37401,829999999994"
2657,70.25.162-0,15/01/2013,"0,0","0,0","6,0","1397,94","15,0","4156,710000000021","9,0","2758,770000000021"
2658,74.62.201-1,15/01/2013,"0,0","0,0","1,0","1393,21","13,0","17872,749999999964","12,0","16479,539999999964"
2659,76.26.200-4,15/01/2013,"0,0","0,0","10,0","3117,7999999999997","40,0","12470,379999999994","30,0","9352,579999999994"
2660,77.33.242-1,15/01/2013,"23,0","18731,05","0,0","0,0","10,0","8197,820000000014","33,0","26928,870000000014"
2661,10.01.206-6,15/01/2013,"0,0","0,0","1097,4153000000001","2229,88","6240,239200000002","12918,83999999999","5142,823900000001","10688,959999999988"
2662,47.05.018-9,15/01/2013,"0,0","0,0","14,0","205,38","1095,0","15624,01000000002","1081,0","15418,630000000021"
2663,47.11.014-9,15/01/2013,"0,0","0,0","332,0","236,59","3718,0","31361,480000000003","3386,0","31124,890000000003"
